"1559","Exile Nation: The Plastic People "
"1564","Fantastic Four"
"1565","Far From Home: The Adventures of Yellow Dog"
"1566","Farewell Herr Schwarz"
"1568","Fatal Attraction"
"1569","Fela Kuti: Music Is the Weapon"
"1571","FernGully: The Last Rainforest"
"1572","Ferris Bueller’s Day Off "
"1574","Finding Fanny"
"1575","Finding Normal"
"1581","Fletch"
"1582","Flicka 2"
"1583","Flicka: Country Pride"
"1584","Flight of the Intruder"
"1589","Food Matters"
"1590","Forces of Nature"
"1591","Four Blood Moons"
"1592","Four Brothers"
"1593","Frailty "
"1596","Freelancers"
"1597","Frequencies"
"1598","Fresh"
"1599","Frida "
"1603","From Time to Time"
"1606","Gabe the Cupid Dog"
"1607","Garfield’s Fun Fest"
"1608","Garfield’s Pet Force"
"1609","Gayby"
"1611","Geography Club"
"1613","Get Rich or Die Tryin’"
"1614","Getting Go: The Go Doc Project"
"1616","Ghost Town"
"1618","Gifted Hands"
"1619","Gigli"
"1620","Gimme the Loot"
"1622","Girls Just Want to Have Fun "
"1624","Gone in 60 Seconds"
"1626","Good Luck Chuck"
"1628","Gothika"
"1630","Grand Piano"
"1633","Grosse Pointe Blank"
"1636","Gulch"
"1637","Gun Woman"
"1639","Hackers"
"1640","Hairspray"
"1641","Half Baked"
"1642","Half the Sky: Turning Oppression Into Opportunity for Women Worldwide"
"1643","Halloween: Resurrection"
"1646","Hank: Five Years From the Brink"
"1647","Hannie Caulder"
"1648","Hansel vs. Gretel"
"1649","Happy Feet"
"1653","Harry the Bunny"
"1654","Hart’s War"
"1657","Heartbreakers"
"1658","Heaven Knows, Mr. Allison"
"1659","Hellboy"
"1661","Hello, Dolly!"
"1662","Hercules"
"1663","Hercules"
"1665","Hero"
"1666","Hero and Terror"
"1668","Heterosexual Jill"
"1669","High Fidelity"
"1671","High Society"
"1672","Hip Hop: The Furious Force of Rhymes"
"1673","History in HD: The Last Bomb"
"1678","Holidaze"
"1679","Hollywood Homicide"
"1681","Honey 2"
"1683","Hook"
"1685","Horsemen"
"1688","Hotel Transylvania 2"
"1692","House of Flying Daggers"
"1696","How to Build a Better Boy"
"1697","How to Marry a Millionaire"
"1700","Human Capital"
"1702","I Am Divine"
"1703","I Am Not a Hipster "
"1704","I Dream of Wires "
"1705","I Killed My Mother"
"1706","I Melt With You"
"1707","I’ll Be Home for Christmas"
"1708","Ice Age: The Meltdown"
"1710","If I Stay"
"1711","In Her Skin"
"1712","In the Basement"
"1713","In the Bedroom"
"1714","Indecent Proposal"
"1715","Indy 500: The Inside Line"
"1716","Inhale"
"1718","Inside Man"
"1723","Into the Wild"
"1725","Is the Man Who Is Tall Happy?"
"1726","Ivan the Incredible"
"1727","Jack & Diane"
"1728","Jack Frost"
"1732","Jackass Presents: Bad Grandpa"
"1733","Jackass: The Movie "
"1734","Jackass: The Movie"
"1736","Jail Caesar "
"1738","James and the Giant Peach"
"1745","Jerry Maguire"
"1746","Jersey Girl"
"1748","Jesus Henry Christ"
"1749","Jesus People: The Movie"
"1751","JFK: A President Betrayed"
"1752","JFK: The Smoking Gun"
"1753","Jimmy Goes to Nollywood"
"1756","Johnny Dangerously"
"1758","Jonah: A VeggieTales Movie"
"1759","Josef Fritzl: Story of a Monster"
"1760","Juice"
"1770","Justice League: The Flashpoint Paradox "
"1771","Justice League: War "
"1773","K-19: The Widowmaker"
"1774","Kagemusha"
"1775","Kangaroo Jack"
"1776","Kangaroo Jack"
"1777","Kate & Leopold"
"1778","Katt Williams: Kattpacalypse"
"1779","Keep the Lights On"
"1780","Keeping Up Appearances "
"1783","Kicking It"
"1784","Kidnapped"
"1788","Kiss of Death"
"1789","Kitten Party"
"1790","Knuckleball!"
"1791","L!fe Happens"
"1792","L’Auberge Espagnole"
"1793","L’Auberge Espagnole"
"1795","Lalaloopsy Girls: Welcome to L.A.L.A. Prep School "
"1796","Lara Croft Tomb Raider: The Cradle of Life"
"1799","Lassie"
"1803","Laura"
"1808","Left Behind II: Tribulation Force"
"1809","Left Behind: The Movie"
"1810","Left Behind: World at War"
"1813","Legends of the Knight"
"1817","LEGO Ninjago: Masters of Spinjitzu: King of Shadows "
"1818","LEGO Ninjago: Masters of Spinjitzu: Way of the Ninja "
"1819","Léon: The Professional "
"1820","Lessons for a Kiss"
"1821","Let the Right One In"
"1823","Lethal Force"
"1828","Lilo & Stitch"
"1829","Lilo & Stitch"
"1830","Little Black Book"
"1841","Love Me "
"1842","Lunopolis"
"1845","Machine Gun Preacher"
"1846","Mad Hot Ballroom"
"1847","Madonna: Truth or Dare"
"1848","Maid in Manhattan"
"1849","Major League"
"1851","Malibu’s Most Wanted"
"1853","Marilyn in Manhattan"
"1857","Marvin’s Room"
"1859","Maverick"
"1860","Max Dugan Returns"
"1862","McConkey"
"1864","Medora"
"1865","Meet Joe Black"
"1866","Mega Shark vs. Mecha Shark"
"1867","Mel Brooks: Make a Noise"
"1871","Mickey Mouse Clubhouse: Road Rally"
"1875","Miracle on 34th Street"
"1876","Misfire "
"1877","Mission Impossible: III "
"1878","Mission: Impossible"
"1879","Mission: Impossible II"
"1880","Mister Rogers’ Neighborhood: Volume 1"
"1882","Modern Problems"
"1883","Mona Lisa Is Missing"
"1885","Monkey Business"
"1887","Mortal Kombat: The Movie"
"1889","Move Over, Darling"
"1890","MOVIES"
"1891","Mr. 3000"
"1892","Mr. Bean’s Holiday"
"1893","Mr. Deeds"
"1895","Mulan"
"1896","Mulholland Drive"
"1898","Murder on the Social Network"
"1900","Music For Mandela"
"1901","Music of the Heart"
"1902","My Babysitter’s a Vampire: The Movie"
"1903","My Boss’s Daughter"
"1907","My Girlfriend’s Boyfriend "
"1908","My Hope America With Billy Graham"
"1910","My Online Bride"
"1911","My Sister’s Wedding"
"1912","Mystery Files: Hitler"
"1913","Mystery Files: Leonardo da Vinci"
"1915","Naked Among Wolves"
"1916","Naked Gun 33 1/3: The Final Insult"
"1920","Naruto Shippûden the Movie: Bonds "
"1922","National Geographic: Inside Guantanamo"
"1923","National Geographic: The Battle for Midway"
"1925","Nature: Ireland’s Wild River"
"1926","Nature: Leave It to Beavers"
"1927","Nature: Love in the Animal Kingdom"
"1928","Nature: My Bionic Pet"
"1929","Nature: Parrot Confidential"
"1930","Nature: Saving Otter 501"
"1931","Nature: Snow Monkeys"
"1932","Nazi Temple of Doom"
"1934","Necessary Roughness"
"1935","Neil Young: Heart of Gold"
"1936","New York, I Love You"
"1937","Nick Cannon: Mr. Showbiz"
"1939","Night Catches Us"
"1940","Nine Months"
"1941","Nine to Five"
"1942","Nobody Walks"
"1943","Norman"
"1944","North Sea Texas"
"1945","Not Another Teen Movie"
"1948","October Gale"
"1952","Offender"
"1953","Omen III: The Final Conflict"
"1954","On the Town"
"1957","Open Season"
"1958","Open Season 2"
"1959","Open Season 3"
"1961","Open Water 2: Adrift"
"1962","Opposite Field"
"1963","Otto the Rhino "
"1965","Out in the Dark"
"1969","Paratodos"
"1972","Patch Town"
"1974","Patton Oswalt: My Weakness Is Strong"
"1975","Paulie"
"1977","Paycheck"
"1978","Paycheck"
"1980","Peep World"
"1981","Pelican Dreams"
"1982","Perfume: The Story of a Murderer"
"1983","Personal Gold: An Underdog Story"
"1987","Picture This"
"1989","Pirates Who Don’t Do Anything: A VeggieTales Movie"
"1990","Pit Stop "
"1991","Planes, Trains & Automobiles"
"1992","Plankton Invasion"
"1993","Plastic Paradise: The Great Pacific Garbage Patch "
"1995","Pocahontas"
"1996","Pokémon the Movie: Black & White: BW Adventures in Unova and Beyond "
"1997","Pokémon the Movie: Black: Victini and Reshiram "
"1998","Pokémon the Movie: Genesect and the Legend Awakened "
"1999","Pokémon the Movie: Kyurem vs. The Sword of Justice "
"2000","Pokémon the Movie: White: Victini and Zekrom "
"2005","Pride & Prejudice"
"2007","Prince of Broadway "
"2009","Private Parts"
"2011","Private Romeo"
"2012","Problem Child: Leslie Jones"
"2013","Problem Child: Leslie Jones"
"2022","Ralphie May: Austin-tatious"
"2023","Rambo III: Ultimate Edition"
"2027","Ray"
"2030","Red Hook Summer"
"2031","Redemption"
"2032","Refuge"
"2033","Remember Me"
"2034","Remote Area Medical"
"2035","Reporter"
"2037","Resident Evil: Extinction "
"2040","Rigor Mortis"
"2041","Risky Business"
"2042","River of No Return"
"2043","Rob Roy"
"2044","Robin Hood"
"2046","Roboshark"
"2047","Rock Star"
"2053","Roman Holiday"
"2056","Ron White: A Little Unprofessional"
"2058","Rosemary’s Baby"
"2061","Rubber"
"2062","Rudy"
"2063","Rugrats Go Wild"
"2064","Rugrats in Paris: The Movie"
"2066","Rumpelstiltskin"
"2067","Run & Jump"
"2071","RV "
"2072","S.W.A.T."
"2076","Samurai Headhunters"
"2077","Samurai Headhunters"
"2079","Sarah’s Choice"
"2082","Save the Last Dance "
"2086","Saw"
"2087","Saw II"
"2088","Saw III"
"2089","Saw IV"
"2092","Scenic Route"
"2094","Schoolhouse Rock!: Earth"
"2095","Scream"
"2096","Scream"
"2099","Seal Team 8: Behind Enemy Lines"
"2100","Search for the Great Sharks: IMAX"
"2101","Seashore "
"2103","Secrets of Mary Magdalene"
"2104","Secrets: A Viking Map?"
"2105","Secrets: Richard III Revealed"
"2106","Secrets: The Sphinx"
"2107","Secrets: The Sphinx"
"2108","Serendipity"
"2109","Serenity"
"2111","Serving Sara "
"2128","Sex: My British Job"
"2131","Shanghai Noon"
"2132","She’s the One"
"2134","Shrink"
"2135","Shuttle Discovery’s Last Mission"
"2137","Side by Side"
"2138","Side Effects"
"2139","Simon Killer"
"2140","Sins of My Father"
"2145","Slightly Single in L.A."
"2146","Sling Blade"
"2149","Snoop Dogg Presents: The Bad Girls of Comedy"
"2150","Snow Day "
"2151","Soapdish"
"2153","Something From Nothing: The Art of Rap"
"2155","Something, Anything"
"2162","Sordid Lives"
"2164","Soul Plane"
"2165","South Park: Bigger, Longer and Uncut"
"2166","Space Dogs"
"2167","Space Warriors"
"2170","Spy Game"
"2171","Spy Kids"
"2172","Stand by Me"
"2173","Stand Off"
"2175","Star Trek III: The Search for Spock"
"2179","Star Trek VI: The Undiscovered Country"
"2181","Star Trek: Insurrection"
"2186","Starship Troopers"
"2187","Stealing Harvard"
"2189","Step Up"
"2190","Stephanie in the Water "
"2191","Stephen King’s A Good Marriage"
"2192","Stephen King’s Bag of Bones"
"2193","Stephen King’s Thinner"
"2194","Steve Jobs: The Lost Interview"
"2197","Stir of Echoes 2: The Homecoming"
"2198","Stomp the Yard "
"2200","Stranger by the Lake"
"2201","Struck by Lightning"
"2202","Stuck in Love"
"2205","Superman III "
"2209","Superstar"
"2211","Sushi: The Global Catch"
"2212","Suspect Zero"
"2213","Sweeney Todd: The Demon Barber of Fleet Street "
"2214","Sweetwater"
"2215","Switchmas"
"2220","Teacher’s Pet"
"2222","Tears of the Sun "
"2223","Tears of the Sun"
"2255","Teen Beach 2"
"2256","Teen Beach Movie"
"2258","Teenage Mutant Ninja Turtles III"
"2260","Terms of Endearment"
"2262","Tesla: Master of Lightning"
"2264","The ‘Burbs"
"2265","The A-List"
"2267","The Agony and the Ecstasy "
"2270","The Animatrix"
"2271","The Aristocats"
"2274","The Aviators"
"2275","The Babysitters"
"2280","The Best Man"
"2281","The Best of Me"
"2282","The Beverly Hillbillies"
"2283","The Big Green"
"2284","The Big Lebowski"
"2285","The Black Power Mixtape 1967–1975"
"2287","The Blues Brothers"
"2289","The Bourne Identity"
"2292","The Boys From Brazil "
"2293","The Bridge on the River Kwai"
"2295","The Burbs"
"2296","The Butcher’s Wife"
"2298","The Chosen One"
"2300","The Circle"
"2302","The Color Purple"
"2303","The Comedy"
"2304","The Conspiracy"
"2305","The Core"
"2306","The Core"
"2307","The Crocodile Hunter: Collision Course"
"2311","The Days to Come "
"2314","The Defender "
"2317","The Devil’s Rejects"
"2318","The Diabolical"
"2319","The Discoverers "
"2321","The Emperor’s New Groove"
"2322","The Emperor’s New Groove"
"2323","The English Teacher"
"2324","The Escapist "
"2325","The Exorcist"
"2326","The Exorcist"
"2327","The Expendables 3"
"2328","The Faculty"
"2333","The Five Venoms"
"2337","The Fourth Kind"
"2338","The Fox and the Hound"
"2341","The Girl Who Kicked the Hornet’s Nest"
"2342","The Girl Who Played With Fire"
"2343","The Good Guy"
"2345","The Good Life"
"2347","The Great Escape"
"2348","The Great Mouse Detective"
"2350","The Greatest Places: IMAX"
"2353","The Haunting"
"2355","The High and the Mighty"
"2356","The Holiday"
"2358","The Hours"
"2359","The Hunchback of Notre Dame"
"2360","The Hunchback of Notre Dame II"
"2361","The Hunger Games: Catching Fire"
"2362","The Hunt for Bin Laden"
"2363","The Hunt for Red October"
"2366","The Hustler"
"2367","The Hustler"
"2368","The In-Laws"
"2369","The Incredible Bionic Man"
"2370","The Inexplicable Universe With Neil deGrasse Tyson"
"2373","The Invincible Iron Man"
"2378","The Kidnapping of Michel Houellebecq"
"2379","The Kids Are All Right"
"2380","The Kingdom of Dreams and Madness"
"2381","The Kite Runner"
"2386","The Last Samurai"
"2387","The Last Tycoon"
"2389","The Lazarus Effect"
"2393","The Life and Crimes of Doris Payne"
"2396","The Lizzie McGuire Movie"
"2399","The Lost Medallion"
"2403","The Machinist "
"2404","The Machinist"
"2405","The Man on Her Mind "
"2406","The Many Adventures of Winnie the Pooh"
"2407","The Master of Disguise"
"2408","The Mirror "
"2409","The Mistle-tones!"
"2413","The Nanny Diaries"
"2419","The Omen "
"2420","The Omen"
"2421","The Oogieloves in the Big Balloon Adventure"
"2422","The Original Latin Kings of Comedy "
"2423","The Others"
"2426","The Passion of the Christ"
"2427","The Patriot"
"2428","The Paw Project"
"2430","The Perfect Stranger"
"2431","The Perfect Wedding"
"2434","The Pink Panther 2"
"2437","The Prince"
"2438","The Prince & Me"
"2441","The Producers"
"2446","The Real Beauty and the Beast"
"2447","The Recruit"
"2448","The Red Baron"
"2450","The Rescuers"
"2451","The Rescuers Down Under"
"2453","The Right Kind of Wrong"
"2458","The Sandlot"
"2459","The Sandlot 2"
"2460","The Score"
"2461","The Scorpion King 3: Battle for Redemption"
"2462","The Sea Inside"
"2463","The Seven Dwarfs of Auschwitz"
"2465","The Sisterhood of the Traveling Pants"
"2466","The Skeleton Twins"
"2468","The Sons of Katie Elder"
"2471","The Starving Games"
"2474","The Sum of All Fears"
"2475","The Sum of All Fears"
"2476","The Summer of Sangaile"
"2478","The Taking of Deborah Logan"
"2480","The Teacher Who Defied Hitler"
"2482","The Three Musketeers"
"2483","The Tigger Movie"
"2486","The United States of Leland"
"2487","The Usual Suspects "
"2490","The Very Hungry Caterpillar and Other Stories"
"2492","The Warriors"
"2493","The Way of the Dragon"
"2494","The Weather Man"
"2499","The Wild Thornberrys Movie"
"2500","The Wolf of Wall Street"
"2509","Thérèse"
"2514","Thor & Loki: Blood Brothers"
"2515","Thor: Hammer of the Gods"
"2518","Thumbelina"
"2519","Tiger Eyes"
"2520","Timeline"
"2522","Titanic’s Final Mystery"
"2524","To Kill a Mockingbird"
"2527","Total Drama World Tour"
"2528","Total Recall"
"2529","Tough Being Loved by Jerks"
"2531","Trading Places"
"2532","Traffic"
"2533","Trainspotting"
"2535","Treblinka: Hitler’s Killing Machine"
"2536","Trek Nation"
"2537","Trekkies"
"2538","Truly Strange"
"2539","Truth or Die"
"2540","Turf War: Lions and Hippos"
"2541","Twelve Mile Road"
"2543","Twins"
"2544","Two Can Play That Game"
"2546","Two Hundred Thousand Dirty"
"2547","Two Step"
"2549","Tyler Perry’s Meet the Browns"
"2551","Ultimate Spider-Man: Web Warriors"
"2557","Underclassman"
"2558","Underground: The Julian Assange Story"
"2559","United 93"
"2560","Universal Soldier: Day of Reckoning"
"2564","Valhalla"
"2565","Valley of the Dolls"
"2566","Vampire in Brooklyn"
"2567","Van Wilder: Freshman Year"
"2571","Vanity Fair"
"2572","Varsity Blues"
"2573","Velvet Goldmine"
"2574","Venom Islands"
"2575","Venus and Serena"
"2576","View From the Top"
"2577","Violet & Daisy"
"2578","Virginia"
"2579","W."
"2580","War Witch"
"2581","Waste Land"
"2583","We Are the Giant"
"2585","Web Junkie"
"2586","Were the World Mine"
"2587","What About Bob?"
"2590","Where the Red Fern Grows"
"2597","Windtalkers"
"2598","Wings"
"2599","Winnie the Pooh: A Very Merry Pooh Year"
"2600","Wish Upon a Star"
"2601","Witness"
"2602","Wolf"
"2604","Women Aren’t Funny"
"2605","Women Who Kill"
"2608","World Trade Center"
"2609","World War II in Colour"
"2610","World War II Spy School"
"2611","World War Z"
"2613","xXx"
"2614","Year of the Dog"
"2615","You Got Served "
"2617","Young & Handsome: An Evening With Jeff Garlin"
"2619","Young@Heart"
"2620","Your Inner Fish"
"2626","Zoom: Academy for Superheroes"
